"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2023-40981-19/09/2025","04",1,"SA","Motor Cars - Sedan","2001","North","Female","069","SA","C","Full","Not Towing","Stopped on Carriageway","002","5023",,
"2023-40981-19/09/2025","05",0,"SA","Station Wagon","2017","North","Female","078","SA","C","Full","Not Towing","Straight Ahead","001","5011",,
"2023-40982-19/09/2025","01",0,"SA","Station Wagon","2022","South","Female","026","SA","C","Full","Not Towing","Right Turn","002","5161",,
"2023-40982-19/09/2025","02",0,"SA","Station Wagon","2018","East","Female","033","SA","C","Full","Not Towing","Stopped on Carriageway","002","5169",,
"2023-40983-19/09/2025","01",0,,"Pedal Cycle",,"South West","Male","034",,,,,"Straight Ahead","001","5085",,
"2023-40983-19/09/2025","02",0,,"Pedestrian on Road",,"South","Male","093",,,,,"Crossing without Control",,"5086",,
"2023-40984-19/09/2025","01",0,"SA","Station Wagon","2012","North West","Male","074","SA","C","Full","Not Towing","Straight Ahead","001","5098",,
"2023-40984-19/09/2025","02",1,"SA","Motor Cars - Sedan","2011","North West","Male","051","SA","C","Full","Not Towing","Entering Private Driveway","002","5098",,
"2023-40985-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","North","Female","068","SA","C","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2023-40985-19/09/2025","02",0,"SA","Station Wagon","2000","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-40985-19/09/2025","03",0,"SA","Motor Cars - Sedan","2003","North","Female","053","SA","C","Full","Not Towing","Stopped on Carriageway","001","5163",,
"2023-40986-19/09/2025","01",1,"SA","Station Wagon","1993","South East","Male","046","SA","C","Unlicenced","Not Towing","Straight Ahead","001","5114",,
"2023-40986-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-40987-19/09/2025","01",0,"SA","Station Wagon","2016","East","Female","063","SA","C","Full","Not Towing","Leaving Private Driveway","001","5162",,
"2023-40987-19/09/2025","02",0,"SA","Motor Cars - Sedan","2010","North","Male","051","SA","C","Full","Not Towing","Straight Ahead","002","5162",,
"2023-40988-19/09/2025","01",0,"VIC","Station Wagon","2014","North East","Male","016","VIC","C","Learners","Not Towing","Straight Ahead","003","3512",,
"2023-40988-19/09/2025","02",1,"SA","Motor Cars - Sedan","2003","South East","Male","075","SA","LRR","Full","Not Towing","Straight Ahead","001","5341",,
"2023-40989-19/09/2025","01",0,"SA","Station Wagon","2019","West","Female","059","SA","C","Full","Not Towing","Stopped on Carriageway","001","5066",,
"2023-40989-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2014","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown",,"001","XXXX",,
"2023-40990-19/09/2025","01",0,"SA","Motor Cars - Sedan","2020","East",,,,,,"Not Towing","Parked","000",,,
"2023-40990-19/09/2025","02",0,"SA","Panel Van","2007","West","Male","065","SA","C","Full","Not Towing","Straight Ahead","001","5083",,
"2023-40991-19/09/2025","01",0,"SA","Station Wagon","2010","West","Female","029","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5067",,
"2023-40991-19/09/2025","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","West",,,,,,"Unknown","Parked","000",,,
"2023-40992-19/09/2025","01",0,"SA","Motor Cars - Sedan","2021","South West","Male","038","SA","C","Full","Not Towing","Straight Ahead","002","5063",,
"2023-40992-19/09/2025","02",1,,"Pedal Cycle",,"North West","Male","014",,,,,"Right Turn","001","5110",,
"2023-40993-19/09/2025","01",0,"SA","Motor Cars - Sedan","2011","South","Male","033","SA","C","Full","Not Towing","Straight Ahead","001","5012",,
"2023-40993-19/09/2025","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-40993-19/09/2025","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2023-40994-19/09/2025","01",0,"SA","Motor Cars - Sedan","2008","East","Male","022","SA","C","Full","Not Towing","Straight Ahead","001","5006",,
"2023-40994-19/09/2025","02",0,"SA","Utility","2008","East","Male","031","NSW","C","Full","Not Towing","Straight Ahead","001","2880",,
"2023-40995-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","West","Male","033","SA","C","Provisional 2","Not Towing","Right Turn","001","5023",,
"2023-40995-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2023-40996-19/09/2025","01",0,"SA","Station Wagon","2012","West","Male","049","SA","C","Full","Not Towing","Right Turn","003","5158",,
"2023-40996-19/09/2025","02",0,"SA","Utility","2013","North","Male","020","SA","C","Full","Not Towing","Straight Ahead","001","5085",,
"2023-40997-19/09/2025","01",1,"TAS","Motor Cycle","2011","North West","Female","047","TAS","C","Full","Not Towing","Straight Ahead","001","7155","Y",
"2023-40998-19/09/2025","01",0,"SA","Station Wagon","2018","South","Female","046","SA","C","Full","Not Towing","Stopped on Carriageway","002","5023",,
"2023-40998-19/09/2025","02",1,"SA","Station Wagon","2015","South","Female","020","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5091",,
"2023-40999-19/09/2025","01",0,"SA","Motor Cars - Sedan","2014","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5074",,
"2023-40999-19/09/2025","02",0,"SA","Panel Van","2008","North West","Male","053","SA","C","Full","Not Towing","Stopped on Carriageway","001","5073",,
"2023-41000-19/09/2025","01",0,"SA","Station Wagon","2022","North",,,,,,"Not Towing","Parked","000",,,
"2023-41000-19/09/2025","02",0,,"Pedal Cycle",,"North","Male","043",,,,,"Swerving","001","5074",,
"2023-41001-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","South West","Female","036","SA","C","Full","Not Towing","Straight Ahead","002","5091",,
"2023-41001-19/09/2025","02",1,"SA","Station Wagon","2017","South West","Female","069","SA","C","Full","Not Towing","Stopped on Carriageway","003","5076",,
"2023-41001-19/09/2025","03",0,"SA","Motor Cars - Sedan","2008","South West","Female","028","SA","C","Full","Not Towing","Stopped on Carriageway","002","5068",,
"2023-41002-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","South","Male","057","SA","CR","Full","Not Towing","Left Turn","001","5069",,
"2023-41002-19/09/2025","02",0,,"Pedal Cycle",,"West","Male","061",,,,,"Straight Ahead","001","5031",,
"2023-41003-19/09/2025","01",0,"SA","Panel Van","2015","West","Male","021","SA","C","Full","Not Towing","Straight Ahead","004","5086",,
"2023-41003-19/09/2025","02",1,"SA","Motor Cars - Sedan","2015","West","Male","030","SA","C","Full","Not Towing","Stopped on Carriageway","001","5092",,
"2023-41003-19/09/2025","03",0,"SA","Motor Cars - Sedan","2011","West","Male","044","SA","C","Full","Not Towing","Stopped on Carriageway","001","5041",,
"2023-41004-19/09/2025","01",0,"SA","Station Wagon","2017","South East","Female","022","SA","C","Full","Not Towing","Straight Ahead","003","5114",,
"2023-41004-19/09/2025","02",0,"SA","Motor Cars - Sedan","2012","North","Male","027","SA","C","Full","Not Towing","Straight Ahead","001","5067",,
"2023-41005-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","North","Male","022","SA","C","Full","Not Towing","Straight Ahead","001","5092",,
"2023-41005-19/09/2025","02",0,"SA","Utility","2015","North","Male","045","SA","C","Full","Not Towing","Straight Ahead","001","5168",,
"2023-41006-19/09/2025","01",0,"SA","Motor Cars - Sedan","1996","West",,,,,,"Not Towing","Parked","000",,,
"2023-41006-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","West","Male","046","SA","HC","Full","Not Towing","Straight Ahead","002","5108",,
"2023-41007-19/09/2025","01",0,"SA","Station Wagon","2013","South","Female","032","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5114",,
"2023-41007-19/09/2025","02",0,,"Guard Rail",,,,,,,,,,,,,
"2023-41008-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","North East","Male","021","SA","C","Full","Not Towing","Straight Ahead","001","5082",,
"2023-41008-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West",,,,,,"Not Towing","Parked","000",,,
"2023-41009-19/09/2025","01",0,"SA","Station Wagon","2016","West","Male","031","SA","C","Full","Not Towing","Straight Ahead","001","5333",,
"2023-41009-19/09/2025","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2023-41010-19/09/2025","01",0,"SA","Motor Cars - Tourer","2002","North","Female","021","SA","C","Full","Not Towing","Straight Ahead","002","5081",,
"2023-41010-19/09/2025","02",0,"SA","Utility","2017","South","Male","047","SA","C","Full","Not Towing","Right Turn","002","5063",,
"2023-41011-19/09/2025","01",0,"SA","Station Wagon","2015","North West","Male","046","SA","C","Full","Not Towing","Swerving","002","5245",,
"2023-41011-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41012-19/09/2025","01",0,"SA","Utility","1987","West","Male","023","SA","C","Full","Not Towing","Straight Ahead","001","5046",,
"2023-41012-19/09/2025","02",0,"SA","Station Wagon","2008","South","Male","037","SA","HR","Full","Not Towing","Right Turn","001","5163",,
"2023-41012-19/09/2025","03",0,"SA","Motor Cars - Sedan","2014","East","Male","028","SA","CR","Full","Not Towing","Straight Ahead","001","5164",,
"2023-41013-19/09/2025","01",0,"SA","Motor Cars - Sedan","2019","North West","Male","086","SA","C","Full","Not Towing","Left Turn","001","5081",,
"2023-41013-19/09/2025","02",1,,"Pedestrian on Road",,"North West","Male","089",,,,,"Crossing without Control",,"5081",,
"2023-41014-19/09/2025","01",0,"SA","Station Wagon","2000","North","Male","042","SA","C","Full","Not Towing","Straight Ahead","005","5062",,
"2023-41014-19/09/2025","02",1,"SA","Motor Cars - Sedan","2016","East","Female","067","SA","C","Full","Not Towing","Left Turn","001","5041",,
"2023-41015-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","North","Male","036","SA","C","Full","Not Towing","Straight Ahead","003","5165",,
"2023-41015-19/09/2025","02",0,"SA","Utility","2016","North","Male","071","SA","C","Full","Not Towing","UnParking - Parallel","001","5126",,
"2023-41016-19/09/2025","01",0,"SA","Taxi Cab","2013","East","Male","021","SA","C","Full","Not Towing","Left Turn","001","5031",,
"2023-41016-19/09/2025","02",0,"SA","Station Wagon","2020","West","Male","031","SA","CR","Full","Not Towing","Right Turn","002","5016",,
"2023-41017-19/09/2025","01",0,"SA","Station Wagon","2009","North East","Male","060","SA","MC","Full","Caravan","Straight Ahead","004","5114",,
"2023-41017-19/09/2025","02",0,"SA","Motor Cars - Sedan","1972","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-41018-19/09/2025","01",0,"SA","Motor Cars - Sedan","2011","North","Male","048","SA","C","Full","Not Towing","Straight Ahead","001","5169",,
"2023-41018-19/09/2025","02",1,,"Pedal Cycle",,"West","Male","042",,,,,"Straight Ahead","001","5167",,
"2023-41019-19/09/2025","01",0,"SA","Station Wagon","2021","South West","Male","068","SA","C","Full","Not Towing","Stopped on Carriageway","002","5064",,
"2023-41019-19/09/2025","02",0,"SA","Motor Cars - Sedan","2006","South West","Male","033","SA","C","Full","Not Towing","Straight Ahead","001","5108",,
"2023-41020-19/09/2025","01",0,"SA","Motor Cars - Sedan","1999","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Parked","003","5034",,
"2023-41020-19/09/2025","02",1,,"Pedal Cycle",,"North","Male","065",,,,,"Straight Ahead","001","5034",,
"2023-41021-19/09/2025","01",0,"SA","Station Wagon","2019","North","Male","075","SA","C","Full","Not Towing","Stopped on Carriageway","002","5064",,
"2023-41021-19/09/2025","02",1,"SA","Utility","2017","North","Male","029","SA","C","Full","Not Towing","Straight Ahead","004","5172",,
"2023-41021-19/09/2025","03",0,"SA","Station Wagon","2013","North","Female","022","SA","C","Full","Not Towing","Straight Ahead","001","5235",,
"2023-41022-19/09/2025","01",1,,"Pedal Cycle",,"North West","Male","048",,,,,"Right Turn","001","5608",,
"2023-41022-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2023-41023-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North West",,,,,,"Not Towing","Parked","000",,,
"2023-41023-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-41024-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","North East","Female","020","SA","C","Full","Not Towing","Straight Ahead","001","5006",,
"2023-41024-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","South East","Male","088","SA","C","Full","Not Towing","Leaving Private Driveway","001","5081",,
"2023-41025-19/09/2025","01",0,"SA","Utility","2008","East","Male","035","SA","C","Full","Trailer","Straight Ahead","002","5013",,
"2023-41025-19/09/2025","02",0,"SA","Utility","2011","East","Male","042","SA","C","Full","Not Towing","Stopped on Carriageway","001","5000",,
"2023-41025-19/09/2025","03",0,"SA","Station Wagon","2016","East","Male","035","SA","C","Full","Not Towing","Stopped on Carriageway","001","5093",,
"2023-41026-19/09/2025","01",0,"SA","Motor Cars - Sedan","2007","West","Male","018","SA","C","Provisional 1 ","Not Towing","Right Turn","001","5008",,
"2023-41026-19/09/2025","02",0,"VIC","Motor Cars - Sedan","2017","East","Female","020","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5007",,
"2023-41027-19/09/2025","01",0,"SA","Motor Cars - Sedan","2002","South","Male","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","003","5093",,
"2023-41027-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41028-19/09/2025","01",1,"SA","Motor Cycle","2020","North East","Male","047","SA","CR","Full","Not Towing","Straight Ahead","001","5024","Y",
"2023-41029-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","East","Male","064","SA","C","Full","Not Towing","Stopped on Carriageway","002","5169",,
"2023-41029-19/09/2025","02",0,"SA","Station Wagon","1998","East","Male","020","SA","C","Full","Not Towing","Left Turn","003","5008",,
"2023-41030-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","West","Female","023","SA","C","Full","Not Towing","Straight Ahead","001","5163",,
"2023-41030-19/09/2025","02",1,"SA","Motor Cars - Sedan","2004","West","Female","061","SA","C","Full","Not Towing","Stopped on Carriageway","002","5070",,
"2023-41030-19/09/2025","03",0,"SA","Station Wagon","2022","West","Male","041","O/S","C","Full","Not Towing","Stopped on Carriageway","004","5063",,
"2023-41031-19/09/2025","01",0,"SA","Motor Cars - Sedan","2014","South","Female","024","SA","C","Full","Not Towing","Straight Ahead","001","5152",,
"2023-41031-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","South","Female","027","SA","C","Full","Not Towing","Stopped on Carriageway","001","5035",,
"2023-41032-19/09/2025","01",1,"SA","Motor Cycle","2022","South West","Male","050","SA","CR","Full","Not Towing","Straight Ahead","001","5096","Y",
"2023-41033-19/09/2025","01",1,"SA","Motor Cycle","1987","East","Male","060","SA","HCR","Full","Not Towing","Straight Ahead","001","5606",,
"2023-41033-19/09/2025","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2023-41033-19/09/2025","03",1,"SA","Motor Cycle","2003","East","Male","066","SA","HRR","Full","Not Towing","Straight Ahead","001","5606","Y",
"2023-41033-19/09/2025","04",0,"SA","Motor Cycle","1993","East","Male","040","SA","HCR","Full","Not Towing","Straight Ahead","001","5607","Y",
"2023-41033-19/09/2025","05",1,"SA","Motor Cycle","2010","East","Male","060","SA","MRR","Full","Not Towing","Straight Ahead","001","5608","Y",
"2023-41034-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","South","Female","057","SA","C","Full","Not Towing","Straight Ahead","002","5032",,
"2023-41034-19/09/2025","02",0,"SA","Motor Cars - Sedan","1995","North","Male","020","SA","C","Provisional 2","Not Towing","Right Turn","002","5159",,
"2023-41035-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","North","Male","020","SA","C","Full","Not Towing","Right Turn","002","5153",,
"2023-41035-19/09/2025","02",1,"SA","Motor Cycle","2006","South","Male","047","SA","MRR","Full","Not Towing","Straight Ahead","001","5107",,
"2023-41036-19/09/2025","01",0,"SA","Utility","2004","East","Male","042","SA","C","Full","Not Towing","Right Turn","002","5113",,
"2023-41036-19/09/2025","02",0,"SA","Motor Cars - Sedan","2009","West","Male","058","SA","CR","Full","Not Towing","Straight Ahead","003","5166",,
"2023-41037-19/09/2025","01",0,"SA","Station Wagon","2022","West","Male","032","SA","C","Full","Not Towing","Straight Ahead","002","5169",,
"2023-41037-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","South","Male","024","SA","C","Full","Not Towing","Straight Ahead","001","5162",,
"2023-41038-19/09/2025","01",0,"SA","Station Wagon","2015","East","Female","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5159",,
"2023-41038-19/09/2025","02",0,"SA","Station Wagon","2011","East",,,,,,"Not Towing","Parked","000",,,
"2023-41038-19/09/2025","03",0,"SA","Panel Van","2009","East",,,,,,"Not Towing","Parked","000",,,
"2023-41039-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","North West","Male","023","VIC","HR","Provisional 2","Not Towing","Straight Ahead","001","3304",,
"2023-41039-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41040-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","East","Female","056","SA","C","Full","Not Towing","Straight Ahead","001","5168",,
"2023-41040-19/09/2025","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2023-41041-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","North","Female","020","NSW","C","Full","Not Towing","Straight Ahead","003","2050",,
"2023-41041-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41041-19/09/2025","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41042-19/09/2025","01",0,"SA","Station Wagon","2022","North","Female","041","SA","C","Full","Not Towing","Stopped on Carriageway","003","5171",,
"2023-41042-19/09/2025","02",0,"NT","Station Wagon","2007","North","Female","020","NT","C","Provisional 2","Not Towing","Straight Ahead","001","0810",,
"2023-41043-19/09/2025","01",0,"SA","Motor Cars - Sedan","2007","North","Male","029","SA","C","Full","Not Towing","Straight Ahead","001","5086",,
"2023-41043-19/09/2025","02",1,"SA","Motor Cycle","2006","South","Male","028","SA","R","Provisional 2","Not Towing","Right Turn","001","5013",,
"2023-41044-19/09/2025","01",0,"SA","Station Wagon","2017","South West","Male","023","SA","C","Full","Not Towing","Stopped on Carriageway","002","5112",,
"2023-41044-19/09/2025","02",0,"SA","Utility","2017","South West","Male","019","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5044",,
"2023-41045-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","South West","Female","031","SA","C","Full","Not Towing","Right Turn","004","5255",,
"2023-41045-19/09/2025","02",0,,"Pedal Cycle",,"North West","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2023-41046-19/09/2025","01",0,"SA","Station Wagon","2004","North","Male","033","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5173",,
"2023-41046-19/09/2025","02",0,"SA","Station Wagon","2022","North","Male","068","SA","C","Full","Not Towing","Straight Ahead","001","5039",,
"2023-41046-19/09/2025","03",0,"SA","Motor Cars - Sedan","2010","North","Female","043","SA","C","Full","Not Towing","Straight Ahead","001","5095",,
"2023-41046-19/09/2025","04",0,"SA","Motor Cars - Sedan","2012","North","Male","037","SA","C","Full","Not Towing","Straight Ahead","002","5211",,
"2023-41047-19/09/2025","01",0,"SA","Motor Cars - Sedan","2019","South","Female","076","SA","C","Full","Not Towing","Straight Ahead","001","5540",,
"2023-41047-19/09/2025","02",0,"SA","Utility","2013","East","Male","064","SA","C","Full","Not Towing","Straight Ahead","001","5700",,
"2023-41048-19/09/2025","01",1,"SA","Station Wagon","2004","South West","Female","034","SA","C","Unlicenced","Not Towing","Straight Ahead","001","5108",,
"2023-41048-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West",,,,,,"Unknown","Parked","000",,,
"2023-41049-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","South West","Female","021","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5576",,
"2023-41049-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41050-19/09/2025","01",0,"SA","Station Wagon","2008","South","Female","043","SA","C","Full","Not Towing","Straight Ahead","005","5606","Y",
"2023-41051-19/09/2025","01",0,"SA","Other Defined Special Vehicle","2005","West","Male","076","SA","C","Full","Not Towing","Straight Ahead","002","5161",,
"2023-41051-19/09/2025","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2023-41052-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","North East","Female","039","SA","C","Full","Not Towing","Straight Ahead","001","5114",,
"2023-41052-19/09/2025","02",0,"SA","Motor Cars - Sedan","2022","North East","Female","046","SA","C","Full","Not Towing","Straight Ahead","001","5096",,
"2023-41053-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","South","Male","023","SA","C","Full","Not Towing","Straight Ahead","002","5163",,
"2023-41053-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","South","Female","031","SA","C","Full","Not Towing","Stopped on Carriageway","001","5204",,
"2023-41053-19/09/2025","03",0,"SA","Utility","2015","South","Male","031","SA","C","Full","Not Towing","Stopped on Carriageway","001","5161",,
"2023-41054-19/09/2025","01",1,"SA","Motor Cars - Sedan","2006","North West","Female","082","SA","C","Full","Not Towing","Right Turn","002","5108",,
"2023-41054-19/09/2025","02",1,"SA","Motor Cars - Sedan","1999","South West","Female","018","SA","C","Learners","Not Towing","Straight Ahead","003","5307",,
"2023-41055-19/09/2025","01",1,"SA","Motor Cars - Sedan","1975","North","Male","027","SA","C","Full","Not Towing","Straight Ahead","001","5162",,
"2023-41055-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41056-19/09/2025","01",1,"SA","Station Wagon","2003","South East","Male","039","SA","C","Provisional 2","Not Towing","U Turn","002","5108",,
"2023-41056-19/09/2025","02",0,"SA","Motor Cars - Sedan","2007","South East","Female","017","SA","C","Learners","Not Towing","Straight Ahead","002","5108",,
"2023-41056-19/09/2025","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41057-19/09/2025","01",1,"SA","Utility","2008","North","Male","023","SA","MR","Full","Not Towing","Straight Ahead","002","5114","Y",
"2023-41058-19/09/2025","01",1,"SA","Station Wagon","2009","North West","Female","067","SA","C","Full","Not Towing","Straight Ahead","002","5577",,
"2023-41058-19/09/2025","02",0,"SA","Utility","2014","North East","Male","044","SA","C","Full","Not Towing","Right Turn","001","5210",,
"2023-41059-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","South","Male","027","SA","C","Full","Not Towing","Stopped on Carriageway","002","5169",,
"2023-41059-19/09/2025","02",0,"SA","Utility","2018","South","Male","024","SA","C","Full","Not Towing","Straight Ahead","001","5038",,
"2023-41059-19/09/2025","03",0,"SA","Motor Cars - Sedan","2009","South","Male","021","SA","C","Full","Not Towing","Straight Ahead","002","5075",,
"2023-41060-19/09/2025","01",1,"SA","Motor Cars - Sedan","2000","North","Male","059","SA","C","Full","Not Towing","Straight Ahead","001","5041",,
"2023-41060-19/09/2025","02",1,"SA","Station Wagon","2021","South","Male","026","SA","C","Full","Not Towing","Right Turn","002","5161",,
"2023-41061-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","North West","Male","020","SA","C","Provisional 2","Not Towing","Right Turn","001","5075",,
"2023-41061-19/09/2025","02",1,"SA","Motor Cars - Sedan","2021","South East","Female","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5082",,
"2023-41061-19/09/2025","03",0,,"Pedal Cycle",,"South West","Male","052",,,,,"Stopped on Carriageway","001","5081",,
"2023-41062-19/09/2025","01",0,"SA","SEMI TRAILER","2010","South","Male","062","SA","HCR","Full","Trailer","Entering Private Driveway","001","5253",,
"2023-41062-19/09/2025","02",0,"SA","Station Wagon","2001","South East","Male","074","SA","C","Full","Not Towing","Straight Ahead","002","5253",,
"2023-41063-19/09/2025","01",0,"SA","Motor Cars - Sedan","2014","East","Female","023","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5360",,
"2023-41063-19/09/2025","02",0,,"Sign Post",,,,,,,,,,,,,
"2023-41063-19/09/2025","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41064-19/09/2025","01",0,"SA","Motor Cars - Sedan","2011","West","Female","026","SA","C","Full","Not Towing","Straight Ahead","001","5117",,
"2023-41064-19/09/2025","02",0,"SA","Utility","2005","West",,,,,,"Not Towing","Parked","000",,,
"2023-41065-19/09/2025","01",1,"SA","Motor Cars - Sedan","1994","South","Male","070","SA","C","Full","Not Towing","Straight Ahead","002","5023",,
"2023-41065-19/09/2025","02",0,"SA","Motor Cars - Sedan","2014","South",,,,,,"Not Towing","Parked","000",,,
"2023-41065-19/09/2025","03",0,"SA","Motor Cars - Sedan","2016","South",,,,,,"Not Towing","Parked","000",,,
"2023-41065-19/09/2025","04",0,"SA","Motor Cars - Sedan","2009","South",,,,,,"Not Towing","Parked","000",,,
"2023-41065-19/09/2025","05",0,,"Tree",,,,,,,,,,,,,
"2023-41066-19/09/2025","01",0,"SA","Station Wagon","2005","North","Female","029","SA","C","Full","Not Towing","Straight Ahead","001","5168",,
"2023-41066-19/09/2025","02",0,"SA","Motor Cars - Sedan","2002","North","Male","029","SA","C","Full","Not Towing","Straight Ahead","001","5158",,
"2023-41067-19/09/2025","01",0,"SA","Motor Cars - Sedan","1994","East","Male","046","SA","C","Full","Not Towing","Straight Ahead","001","5355",,
"2023-41067-19/09/2025","02",0,,"Guard Rail",,,,,,,,,,,,,
"2023-41068-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","Unknown","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-41068-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41069-19/09/2025","01",2,"SA","Motor Cars - Sedan","2016","South East","Male","019","O/S","CR","Full","Not Towing","Straight Ahead","002","5045",,
"2023-41069-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2023-41070-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","East","Male","070","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5068",,
"2023-41070-19/09/2025","02",1,"SA","Motor Cars - Sedan","2004","North","Female","044","SA","C","Full","Not Towing","Left Turn","001","5017",,
"2023-41071-19/09/2025","01",0,"SA","Station Wagon","2014","East","Male","048","SA","C","Full","Not Towing","Straight Ahead","001","5159",,
"2023-41071-19/09/2025","02",1,"SA","Station Wagon","2019","East","Male","040","SA","C","Full","Not Towing","U Turn","002","5022",,
"2023-41072-19/09/2025","01",1,"SA","Motor Cars - Sedan","2012","North","Female","057","SA","C","Full","Not Towing","Stopped on Carriageway","001","5165",,
"2023-41072-19/09/2025","02",0,"SA","Motor Cars - Sedan","2013","North","Female","027","SA","C","Full","Not Towing","Left Turn","003","5162",,
"2023-41073-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","North East","Female","024","SA","C","Full","Not Towing","Straight Ahead","001","5092",,
"2023-41073-19/09/2025","02",0,"SA","Motor Cars - Sedan","2010","South","Female","080","SA","C","Full","Not Towing","Right Turn","001","5125",,
"2023-41073-19/09/2025","03",0,"SA","Station Wagon","2016","South","Male","034","SA","C","Full","Not Towing","Right Turn","005","5127",,
