"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2023-41074-19/09/2025","01",0,"SA","Utility","2011","South East","Female","051","SA","C","Full","Not Towing","Straight Ahead","003","5007",,
"2023-41074-19/09/2025","02",0,,"Pedestrian on Road",,"Unknown","Unknown","XXX",,,,,"Walking on Road",,"XXXX",,
"2023-41075-19/09/2025","01",0,"SA","Station Wagon","2010","North","Female","030","SA","C","Full","Not Towing","Stopped on Carriageway","002","5162",,
"2023-41075-19/09/2025","02",0,"SA","Station Wagon","2005","North","Female","032","SA","C","Full","Not Towing","Straight Ahead","005","5168",,
"2023-41076-19/09/2025","01",0,"SA","Station Wagon","2017","South East","Male","050","SA","MRR","Full","Not Towing","Right Turn","002","5255",,
"2023-41076-19/09/2025","02",1,"SA","Motor Cars - Sedan","2016","North West","Male","072","SA","C","Full","Not Towing","Straight Ahead","001","5255",,
"2023-41077-19/09/2025","01",0,"WA","Motor Cars - Sedan","2006","South East","Female","027","O/S","LR","Full","Not Towing","Straight Ahead","001","5280","Y",
"2023-41077-19/09/2025","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2023-41078-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","North","Male","027","SA","C","Full","Not Towing","Straight Ahead","003","5164",,
"2023-41078-19/09/2025","02",0,"UNKNOWN","Utility","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-41078-19/09/2025","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2023-41079-19/09/2025","01",0,"SA","Motor Cars - Sedan","2015","South","Male","022","SA","MC","Full","Not Towing","Leaving Private Driveway","001","5085",,
"2023-41079-19/09/2025","02",0,"SA","Motor Cars - Sedan","2007","West","Male","019","SA","C","Provisional 1 ","Not Towing","Straight Ahead","003","5017",,
"2023-41079-19/09/2025","03",0,"SA","Motor Cars - Sedan","2006","East","Male","020","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5068",,
"2023-41079-19/09/2025","04",0,"SA","Station Wagon","2017","West","Female","068","SA","C","Full","Not Towing","Swerving","002","5085",,
"2023-41079-19/09/2025","05",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41080-19/09/2025","01",1,"SA","Motor Cycle","2011","Unknown","Male","051","SA","CR","Full","Not Towing","Straight Ahead","001","5087","Y",
"2023-41081-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","North","Male","022","SA","C","Full","Not Towing","Straight Ahead","001","5043",,
"2023-41081-19/09/2025","02",0,"SA","Motor Cars - Sedan","2015","East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","XXXX",,
"2023-41082-19/09/2025","01",1,"SA","Station Wagon","2013","South","Female","054","SA","C","Full","Not Towing","Straight Ahead","001","5034",,
"2023-41082-19/09/2025","02",0,"SA","Station Wagon","2012","South","Male","025","SA","C","Full","Not Towing","Straight Ahead","001","5025",,
"2023-41083-19/09/2025","01",0,"SA","SEMI TRAILER","2016","South","Male","064","SA","MC","Full","Trailer","Right Turn","001","5501",,
"2023-41083-19/09/2025","02",0,"SA","Station Wagon","2019","North","Female","058","SA","C","Full","Not Towing","Left Turn","001","5115",,
"2023-41084-19/09/2025","01",0,"SA","Station Wagon","2017","North","Female","019","SA","C","Provisional 2","Not Towing","Stopped on Carriageway","001","5072",,
"2023-41084-19/09/2025","02",0,"SA","Motor Cars - Sedan","2007","North","Male","023","SA","C","Full","Not Towing","Straight Ahead","001","5075",,
"2023-41085-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","West","Male","041","SA","C","Full","Not Towing","Straight Ahead","001","5033",,
"2023-41085-19/09/2025","02",0,"SA","Motor Cars - Sedan","2002","South","Male","064","SA","C","Full","Not Towing","Straight Ahead","001","5065",,
"2023-41086-19/09/2025","01",0,"SA","Motor Cars - Sedan","2001","North East","Male","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5290",,
"2023-41086-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41087-19/09/2025","01",1,"SA","Motor Cars - Sedan","2013","North East","Female","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","003","5095",,
"2023-41087-19/09/2025","02",0,"SA","Station Wagon","2021","South East","Female","059","SA","C","Full","Not Towing","Straight Ahead","002","5007",,
"2023-41087-19/09/2025","03",0,"WA","Station Wagon","2020","South West","Male","048","SA","HC","Full","Not Towing","Stopped on Carriageway","002","5037",,
"2023-41088-19/09/2025","01",0,"SA","Motor Cars - Sedan","2008","North East",,,,,,"Not Towing","Parked","000",,,
"2023-41088-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2023-41089-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","East","Female","031","SA","C","Full","Not Towing","Straight Ahead","001","5167",,
"2023-41089-19/09/2025","02",0,"SA","Station Wagon","2015","South","Female","040","SA","C","Full","Not Towing","Straight Ahead","001","5169",,
"2023-41090-19/09/2025","01",0,"SA","Station Wagon","2010","North","Male","038","SA","C","Full","Not Towing","Swerving","001","5250",,
"2023-41090-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41091-19/09/2025","01",0,"SA","Station Wagon","2013","North","Female","034","SA","C","Full","Not Towing","Straight Ahead","001","5109",,
"2023-41091-19/09/2025","02",0,"SA","Utility","2013","North","Male","030","SA","C","Full","Not Towing","U Turn","002","5093",,
"2023-41092-19/09/2025","01",0,"SA","Motor Cars - Sedan","2014","South West","Female","031","SA","C","Full","Not Towing","Left Turn","001","5090",,
"2023-41092-19/09/2025","02",0,,"Pedal Cycle",,"South East","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2023-41093-19/09/2025","01",0,"SA","Motor Cars - Sedan","2001","North East","Female","022","SA","C","Full","Not Towing","Straight Ahead","001","5169",,
"2023-41093-19/09/2025","02",0,"SA","Station Wagon","2020","North East","Male","039","SA","C","Full","Not Towing","Stopped on Carriageway","001","5086",,
"2023-41094-19/09/2025","01",0,"SA","Station Wagon","2013","North West","Female","020","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5152",,
"2023-41094-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","North East","Male","018","SA","C","Provisional 2","Not Towing","Right Turn","001","5152",,
"2023-41095-19/09/2025","01",1,"SA","Station Wagon","2022","West","Female","036","UNKNOWN","XX","Unknown","Not Towing","Right Turn","004","5066",,
"2023-41095-19/09/2025","02",2,"SA","Motor Cars - Sedan","2005","South","Female","026","O/S","C","Full","Not Towing","Straight Ahead","002","5064",,
"2023-41095-19/09/2025","03",0,"SA","Station Wagon","2019","North","Female","041","SA","C","Full","Not Towing","Stopped on Carriageway","001","5065",,
"2023-41096-19/09/2025","01",1,"SA","Motor Cars - Sedan","2008","South East","Female","062","SA","C","Full","Not Towing","Entering Private Driveway","001","5109",,
"2023-41096-19/09/2025","02",0,"SA","Motor Cars - Sedan","2005","South East","Female","058","SA","C","Full","Not Towing","Straight Ahead","003","5126",,
"2023-41097-19/09/2025","01",0,"SA","Utility","2011","East","Male","047","SA","C","Full","Not Towing","Straight Ahead","003","5291",,
"2023-41097-19/09/2025","02",1,,"Pedal Cycle",,"South","Male","012",,,,,"Right Turn","001","5162",,
"2023-41098-19/09/2025","01",0,"SA","Station Wagon","2010","East","Male","036","SA","C","Full","Not Towing","Right Turn","003","5072",,
"2023-41098-19/09/2025","02",0,"SA","Station Wagon","2018","East","Male","XXX","SA","MC","Full","Not Towing","Straight Ahead","001","5072",,
"2023-41099-19/09/2025","01",0,"SA","Utility","2007","South",,,,,,"Not Towing","Parked","000",,,
"2023-41099-19/09/2025","02",0,"UNKNOWN","Motor Cycle","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-41100-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","South","Male","023","SA","C","Full","Not Towing","Swerving","001","5047","Y",
"2023-41100-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41101-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","West","Male","025","SA","C","Full","Not Towing","Right Turn","002","5074",,
"2023-41101-19/09/2025","02",1,,"Pedal Cycle",,"Unknown","Male","018",,,,,"Straight Ahead","001","5070",,
"2023-41102-19/09/2025","01",2,"SA","Station Wagon","2012","North West","Female","025","SA","C","Full","Not Towing","Straight Ahead","002","5062","Y",
"2023-41103-19/09/2025","01",0,"SA","Motor Cars - Sedan","2004","South East","Male","022","O/S","XX","Unknown","Not Towing","Stopped on Carriageway","002","5012",,
"2023-41103-19/09/2025","02",0,"SA","Motor Cars - Sedan","2020","South East","Male","070","SA","CR","Full","Not Towing","Straight Ahead","001","5082",,
"2023-41104-19/09/2025","01",2,"SA","Utility","2021","North West","Female","045","SA","C","Full","Not Towing","Right Turn","003","5725",,
"2023-41104-19/09/2025","02",0,"SA","BDOUBLE - ROAD TRAIN","2011","South East","Male","030","SA","MC","Full",,"Straight Ahead","001","5333",,
"2023-41105-19/09/2025","01",1,"SA","Station Wagon","2020","South","Male","040","SA","MC","Full","Not Towing","Straight Ahead","001","5086",,
"2023-41105-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41105-19/09/2025","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41106-19/09/2025","01",1,"SA","Motor Cars - Sedan","2001","East","Male","065","SA","C","Full","Not Towing","U Turn","003","5023",,
"2023-41106-19/09/2025","02",0,"SA","Station Wagon","2015","East","Male","050","SA","C","Full","Not Towing","Straight Ahead","001","5068",,
"2023-41107-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","West","Male","044","SA","C","Full","Not Towing","Straight Ahead","001","5047",,
"2023-41107-19/09/2025","02",0,"SA","Utility","2011","West","Male","038","SA","C","Full","Not Towing","Overtaking - on Right","002","5051",,
"2023-41108-19/09/2025","01",0,"SA","Station Wagon","2012","North","Female","027","SA","C","Full","Not Towing","Straight Ahead","001","5162",,
"2023-41108-19/09/2025","02",1,"SA","Station Wagon","2008","North","Male","065","SA","C","Full","Not Towing","Right Turn","002","5161",,
"2023-41108-19/09/2025","03",0,"SA","Station Wagon","2021","North","Female","065","SA","C","Full","Not Towing","Right Turn","001","5162",,
"2023-41109-19/09/2025","01",3,"SA","Motor Cars - Sedan","2002","South","Male","034","SA","C","Full","Not Towing","Straight Ahead","003","5075","Y","Y"
"2023-41110-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","South","Female","033","SA","C","Probationary","Trailer","Swerving","001","5433",,
"2023-41111-19/09/2025","01",0,"SA","Utility","2018","North","Male","060","SA","C","Full","Trailer","Straight Ahead","001","5157",,
"2023-41111-19/09/2025","02",1,"SA","Motor Cars - Sedan","2003","North","Male","017","SA","C","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5159",,
"2023-41111-19/09/2025","03",0,"SA","Motor Cars - Sedan","2010","North","Male","018","SA","C","Provisional 1 ","Not Towing","Stopped on Carriageway","002","5159",,
"2023-41112-19/09/2025","01",0,"SA","Panel Van","2022","North","Male","050","SA","HRR","Full","Not Towing","Straight Ahead","001","5089",,
"2023-41112-19/09/2025","02",0,"SA","Station Wagon","2014","North","Male","020","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5062",,
"2023-41112-19/09/2025","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2023-41113-19/09/2025","01",0,"SA","Utility","2019","West","Male","028","SA","HR","Full","Not Towing","Straight Ahead","001","5137",,
"2023-41113-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2023-41113-19/09/2025","03",0,,"Tree",,,,,,,,,,,,,
"2023-41114-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","West","Male","020","SA","C","Provisional 2","Not Towing","Straight Ahead","003","5159","Y",
"2023-41114-19/09/2025","02",1,"SA","Motor Cars - Sedan","2018","West","Male","026","SA","CR","Full","Not Towing","Parked","001","5045",,
"2023-41115-19/09/2025","01",1,"SA","Motor Cars - Sedan","2019","South West","Female","057","SA","C","Full","Not Towing","Right Turn","001","5009",,
"2023-41115-19/09/2025","02",0,"SA","Motor Cars - Sedan","2000","North East","Female","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","002","5074",,
"2023-41116-19/09/2025","01",0,"SA","Motor Cars - Sedan","1999","North West","Male","032","O/S","C","Full","Not Towing","Straight Ahead","003","5042",,
"2023-41116-19/09/2025","02",0,"SA","Station Wagon","2009","North West","Male","034","SA","C","Full","Not Towing","Straight Ahead","001","5043",,
"2023-41117-19/09/2025","01",1,"SA","Motor Cars - Sedan","2017","North East","Male","038","SA","C","Full","Not Towing","Swerving","001","5221",,
"2023-41117-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2023-41118-19/09/2025","01",0,"SA","Station Wagon","2006","North","Male","047","SA","C","Full","Not Towing","Straight Ahead","001","5085",,
"2023-41118-19/09/2025","02",0,"SA","Motor Cars - Sedan","2008","East","Male","044","SA","C","Full","Not Towing","Straight Ahead","001","5087",,
"2023-41119-19/09/2025","01",0,"SA","Utility","2011","South","Female","051","SA","C","Full","Not Towing","Straight Ahead","001","5277",,
"2023-41119-19/09/2025","02",0,"SA","Utility","2010","West","Male","051","SA","HC","Full","Not Towing","Right Turn","002","5263",,
"2023-41120-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","South","Female","046","SA","C","Learners","Not Towing","Stopped on Carriageway","002","5073",,
"2023-41120-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","South","Male","027","SA","HR","Full","Trailer","Swerving","001","5007",,
"2023-41121-19/09/2025","01",0,"SA","Utility","2011","North","Male","068","SA","LRR","Full","Not Towing","Straight Ahead","001","5690",,
"2023-41122-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","North East","Male","024","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5048",,
"2023-41122-19/09/2025","02",1,"SA","Motor Cars - Sedan","2002","South West","Female","074","SA","C","Full","Not Towing","Right Turn","002","5043",,
"2023-41123-19/09/2025","01",2,"SA","Motor Cars - Sedan","2018","South","Female","055","SA","C","Full","Not Towing","Straight Ahead","002","5075",,
"2023-41123-19/09/2025","02",0,"SA","Station Wagon","2016","South","Male","074","SA","C","Full","Not Towing","Swerving","002","5606",,
"2023-41124-19/09/2025","01",0,"SA","Motor Cars - Sedan","2007","Unknown","Female","020","SA","C","Provisional 2","Not Towing","Stopped on Carriageway","001","5118",,
"2023-41124-19/09/2025","02",0,"UNKNOWN","Motor Cycle","XXXX","Unknown","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2023-41125-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","West","Male","018","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5083",,
"2023-41125-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2023-41126-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","North East","Female","087","SA","C","Full","Not Towing","Stopped on Carriageway","001","5024",,
"2023-41126-19/09/2025","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2023-41127-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","South West","Male","072","SA","C","Full","Not Towing","Leaving Private Driveway","001","5113",,
"2023-41127-19/09/2025","02",0,"SA","Light Truck LT 4.5T","1999","South East","Female","045","SA","C","Full","Not Towing","Straight Ahead","001","5016",,
"2023-41127-19/09/2025","03",1,"SA","Motor Cars - Sedan","2003","South East","Female","026","SA","C","Full","Not Towing","Straight Ahead","001","5114",,
"2023-41128-19/09/2025","01",1,"SA","Motor Cars - Sedan","2009","East","Male","067","SA","C","Full","Not Towing","Straight Ahead","001","5042",,
"2023-41128-19/09/2025","02",0,"SA","Motor Cars - Sedan","2006","North","Male","032","SA","C","Full","Not Towing","Straight Ahead","001","5042",,
"2023-41129-19/09/2025","01",0,"SA","Station Wagon","2002","East","Female","063","SA","C","Full","Not Towing","Straight Ahead","001","5023",,
"2023-41129-19/09/2025","02",0,,"Small Wheel Vehicle User",,"West","Unknown","XXX",,,,,"Walking on Road - Against the Traffic",,"XXXX",,
"2023-41130-19/09/2025","01",0,"SA","Utility","2018","South East","Female","032","SA","C","Full","Not Towing","Straight Ahead","004","5255",,
"2023-41130-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","South East","Female","054","SA","C","Full","Not Towing","Straight Ahead","001","5022",,
"2023-41131-19/09/2025","01",0,"SA","Motor Cars - Sedan","2000","South","Male","026","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5085",,
"2023-41131-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2023-41132-19/09/2025","01",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2023-41132-19/09/2025","02",1,,"Small Wheel Vehicle User",,"North","Male","016",,,,,"Walking on Road",,"5173",,
"2023-41133-19/09/2025","01",0,"SA","Station Wagon","2016","South East","Male","068","SA","HRR","Full","Not Towing","Left Turn","001","5214",,
